water_id,loc_id,sample_code,sample_date,tow_type,tow_count,tow_length,tow_total,tow_cmmt,analysis_type,p_h,sample_cmmt,veliger_count,locmetadata,huc2,huc6,huc8,waterbody_name,location_name,state,latitude,longitude,water_year,veliger_detect
218,1516,140781,2014-08-12,Vertical,5,1,5,NA,Microscopy & PCR,7,Good 7.0,0,GPS,14,140100,14010001,SHADOW MOUNTAIN LAKE,GREEN RIDGE BOAT RAMP,CO,40.20719,-105.848608,2014,0
218,1517,140782,2014-08-12,Horizontal,5,5,25,NA,Microscopy & PCR,7,Good 7.0,0,GPS,14,140100,14010001,SHADOW MOUNTAIN LAKE,HILLTOP BOAT RAMP,CO,40.245365,-105.829568,2014,0
191,596,140783,2014-08-12,Vertical,5,5,25,NA,Microscopy & PCR,7,Good 7.0,0,GPS,14,140100,14010001,GRAND LAKE,EAST BOAT RAMP,CO,40.23893,-105.80204,2014,0
191,596,140784,2014-08-12,Vertical,5,0.5,2.5,NA,Microscopy & PCR,7,Good 7.0,0,GPS,14,140100,14010001,GRAND LAKE,EAST BOAT RAMP,CO,40.23893,-105.80204,2014,0
110,1338,140785,2014-08-13,Vertical,5,22,110,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,11,110200,11020002,PUEBLO RESERVOIR,SOUTH MARINA ENTRANCE WALKWAY,CO,38.2545,-104.7359,2014,0
110,1336,140786,2014-08-13,Vertical,5,3,15,NA,Microscopy & PCR,7,Good 7.0,0,GPS,11,110200,11020002,PUEBLO RESERVOIR,SOUTH BOAT RAMP,CO,38.253442,-104.73895,2014,0
407,1817,140787,2014-08-13,NA,NA,NA,NA,1 min drag from shore,Microscopy,7,Good 7.0,0,GOOGLE EARTH,11,110200,11020002,ARKANSAS RIVER,BELOW PUEBLO DAM,CO,38.270589,-104.720362,2014,0
110,1333,140788,2014-08-13,Horizontal,5,5,25,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,11,110200,11020002,PUEBLO RESERVOIR,PRAIRIE RIDGE CAMPGROUND,CO,38.269,-104.772,2014,0
110,1329,140789,2014-08-13,Vertical,5,19,95,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,11,110200,11020002,PUEBLO RESERVOIR,NORTH MARINA BOAT LAUNCH,CO,38.271192,-104.768167,2014,0
408,68,140790,2014-08-11,Vertical,4,30.48,121.92,NA,Microscopy & PCR,6,6.0 added baking soda now 7.0,0,GPS,16,160102,16010201,BEAR LAKE,SOUTH END,UT-ID,41.85252222,-111.3155556,2014,0
408,66,140791,2014-08-11,Vertical,4,30.48,121.92,NA,Microscopy & PCR,6,6.0 added baking soda now 7.0,0,GPS,16,160102,16010201,BEAR LAKE,OUT FROM UTAH MARINA,UT-ID,41.960599,-111.367139,2014,0
360,896,140792,2014-08-12,Vertical,5,5,25,NA,Microscopy & PCR,8,Good 8.0,0,GOOGLE EARTH,10,100302,10030203,LAKE ELWELL (TIBER RESERVOIR),UNKNOWN,MT,48.335,-111.16,2014,0
360,896,140793,2014-08-12,Vertical,5,8.5,42.5,NA,Microscopy & PCR,8,Good 8.0,0,GOOGLE EARTH,10,100302,10030203,LAKE ELWELL (TIBER RESERVOIR),UNKNOWN,MT,48.335,-111.16,2014,0
360,896,140794,2014-08-12,Vertical,5,9,45,NA,Microscopy & PCR,8,Good 8.0,0,GOOGLE EARTH,10,100302,10030203,LAKE ELWELL (TIBER RESERVOIR),UNKNOWN,MT,48.335,-111.16,2014,0
11,574,140795,2014-08-12,Vertical,5,3,15,NA,Microscopy,8,Good 8.0,0,GOOGLE EARTH,10,100500,10050002,FRESNO RESERVOIR,NORTH END,MT,48.6583,-109.9808,2014,0
11,573,140796,2014-08-12,Vertical,5,6,30,NA,Microscopy,8,Good 8.0,0,GOOGLE EARTH,10,100500,10050002,FRESNO RESERVOIR,KREMLIN BAY,MT,48.6266,-109.9828,2014,0
11,572,140797,2014-08-12,Vertical,5,6.5,32.5,NA,Microscopy,8,Good 8.0,0,GOOGLE EARTH,10,100500,10050002,FRESNO RESERVOIR,DAM,MT,48.5995,-109.9476,2014,0
10,211,140798,2014-08-13,Vertical,5,18.5,92.5,NA,Microscopy & PCR,7.5,Good 7.5,0,GOOGLE EARTH,10,100301,10030101,CANYON FERRY LAKE,UNKNOWN,MT,46.474,-111.543,2014,0
10,211,140799,2014-08-13,Vertical,5,8,40,NA,Microscopy & PCR,7.5,Good 7.5,0,GOOGLE EARTH,10,100301,10030101,CANYON FERRY LAKE,UNKNOWN,MT,46.474,-111.543,2014,0
10,211,140800,2014-08-13,Vertical,5,5,25,NA,Microscopy & PCR,7.5,Good 7.5,0,GOOGLE EARTH,10,100301,10030101,CANYON FERRY LAKE,UNKNOWN,MT,46.474,-111.543,2014,0
142,669,140801,2014-08-13,Vertical,5,10.5,52.5,NA,Microscopy,8,Good 8.0,0,GOOGLE EARTH,10,100301,10030101,HELENA VALLEY RESERVOIR,UNKNOWN,MT,46.639,-111.877,2014,0
8,283,140802,2014-08-14,Vertical,5,6.5,32.5,NA,Microscopy,8,Good 8.0,0,GOOGLE EARTH,10,100200,10020001,CLARK CANYON RESERVOIR,UNKNOWN,MT,44.996,-112.861,2014,0
8,283,140803,2014-08-14,Vertical,5,5,25,NA,Microscopy,8.5,Good 8.5,0,GOOGLE EARTH,10,100200,10020001,CLARK CANYON RESERVOIR,UNKNOWN,MT,44.996,-112.861,2014,0
8,283,140804,2014-08-14,Vertical,5,4,20,NA,Microscopy,8.5,Good 8.5,0,GOOGLE EARTH,10,100200,10020001,CLARK CANYON RESERVOIR,UNKNOWN,MT,44.996,-112.861,2014,0
473,907,140805,2014-08-19,Vertical,5,15.84,79.2,NA,Microscopy & PCR,7.5,Good 7.5,0,GOOGLE EARTH,14,140801,14080104,LAKE FARMINGTON,ANIMAS RIVER INLET,NM,36.796,-108.108,2014,0
473,907,140806,2014-08-19,Vertical,5,12.8,64,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,14,140801,14080104,LAKE FARMINGTON,ANIMAS RIVER INLET,NM,36.796,-108.108,2014,0
473,907,140807,2014-08-19,Vertical,5,12.8,64,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,14,140801,14080104,LAKE FARMINGTON,ANIMAS RIVER INLET,NM,36.796,-108.108,2014,0
473,908,140808,2014-08-19,Vertical,5,6.1,30.5,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,14,140801,14080104,LAKE FARMINGTON,UNKNOWN,NM,36.799,-108.104,2014,0
115,1160,140809,2014-08-19,Vertical,3,30,90,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,14,140801,14080101,NAVAJO RESERVOIR (CO-NM),SPILLWAY,CO-NM,36.806,-107.614,2014,0
115,1158,140810,2014-08-19,Vertical,3,30,90,NA,Microscopy & PCR,7,Good 7.0,0,GPS,14,140801,14080101,NAVAJO RESERVOIR (CO-NM),PINE MARINA,CO-NM,36.816569,-107.60632,2014,0
115,1159,140811,2014-08-19,Vertical,3,30,90,NA,Microscopy & PCR,7,Good 7.0,0,GPS,14,140801,14080101,NAVAJO RESERVOIR (CO-NM),SIMS MARINA,CO-NM,36.828798,-107.595398,2014,0
115,1162,140812,2014-08-19,Vertical,3,30,90,NA,Microscopy & PCR,7,Good 7.0,0,GPS,14,140801,14080101,NAVAJO RESERVOIR (CO-NM),TWO RIVER MARINA,CO-NM,37.004321,-107.413059,2014,0
115,1162,140813,2014-08-19,Vertical,3,10,30,NA,Microscopy & PCR,7,Good 7.0,0,GPS,14,140801,14080101,NAVAJO RESERVOIR (CO-NM),TWO RIVER MARINA,CO-NM,37.004321,-107.413059,2014,0
115,1161,140814,2014-08-19,Vertical,3,10,30,NA,Microscopy & PCR,7,Good 7.0,0,GPS,14,140801,14080101,NAVAJO RESERVOIR (CO-NM),STATE LINE,CO-NM,36.999871,-107.4103339,2014,0
165,192,140815,2014-08-18,NA,NA,NA,NA,NA,Microscopy,7,Good 7.0,0,GPS,13,130301,13030101,CABALLO RESERVOIR,BOAT RAMP,NM,32.91162,-107.30596,2014,0
355,478,140816,2014-08-18,Vertical,3,10,30,NA,Microscopy & PCR,7,Good 7.0,0,GPS,13,130202,13020211,ELEPHANT BUTTE RESERVOIR,ROCK CANYON MARINA,NM,33.22586,-107.20023,2014,0
355,476,140817,2014-08-18,Vertical,2,15,30,NA,Microscopy & PCR,7,Good 7.0,0,GPS,13,130202,13020211,ELEPHANT BUTTE RESERVOIR,DAM,NM,33.155,-107.19071,2014,0
355,477,140818,2014-08-18,Vertical,3,12,36,NA,Microscopy & PCR,7,Good 7.0,0,GPS,13,130202,13020211,ELEPHANT BUTTE RESERVOIR,MARINA DEL SUR,NM,33.18192,-107.19802,2014,0
167,681,140819,2014-08-19,Vertical,5,4,20,NA,Microscopy & PCR,7,Good 7.0,0,GPS,13,130201,13020102,HERON RESERVOIR,DAM,NM,36.667197,-106.705774,2014,0
166,1826,140820,2014-08-19,Vertical,1,18,18,NA,Microscopy & PCR,8.5,Good 8.5,0,GPS,13,130201,13020102,EL VADO RESERVOIR,SOUTH BOAT RAMP,NM,36.609293,-106.741683,2014,0
166,465,140821,2014-08-19,Vertical,1,22,22,NA,Microscopy & PCR,9.5,Good 9.5,0,GPS,13,130201,13020102,EL VADO RESERVOIR,DAM,NM,36.594616,-106.734195,2014,0
166,1818,140822,2014-08-19,Vertical,5,5,25,NA,Microscopy & PCR,7.5,Good 7.5,0,GPS,13,130201,13020102,EL VADO RESERVOIR,NORTH BOAT RAMP,NM,36.609,-106.742,2014,0
164,1637,140823,2014-08-20,Vertical,4,7,28,NA,Microscopy & PCR,7.5,Good 7.5,0,GPS,13,130600,13060001,SUMNER LAKE,MAIN BOAT RAMP,NM,34.61535,-104.386411,2014,0
164,1636,140824,2014-08-20,Vertical,3,9,27,NA,Microscopy & PCR,7.5,Good 7.5,0,GPS,13,130600,13060001,SUMNER LAKE,EAST BOAT RAMP,NM,34.61668,-104.377864,2014,0
164,1635,140825,2014-08-20,Horizontal,5,5,25,NA,Microscopy & PCR,7.5,Good 7.5,0,GPS,13,130600,13060001,SUMNER LAKE,DAM,NM,34.608467,-104.389762,2014,0
163,178,140826,2014-08-20,Vertical,5,9.5,47.5,NA,Microscopy,7.5,Good 7.5,0,GPS,13,130600,13060011,BRANTLEY RESERVOIR,WEST DOCK,NM,32.55799,-104.39123,2014,0
163,177,140827,2014-08-20,Vertical,5,8,40,NA,Microscopy,7.5,Good 7.5,0,GPS,13,130600,13060011,BRANTLEY RESERVOIR,EAST DOCK,NM,32.5615,-104.38979,2014,0
163,176,140828,2014-08-20,Vertical,5,10,50,NA,Microscopy,7.5,Good 7.5,0,GPS,13,130600,13060011,BRANTLEY RESERVOIR,DAM,NM,32.54492,-104.38174,2014,0
299,1124,140829,2014-07-25,NA,NA,NA,NA,NA,Microscopy,7.5,Late - Good 7.5,0,GOOGLE EARTH,16,160300,16030007,MINERSVILLE RESERVOIR,UNKNOWN,UT,38.217958,-112.833725,2014,0
314,832,140830,2014-08-14,NA,NA,NA,NA,NA,Microscopy,7.5,Good 7.5,0,GOOGLE EARTH,15,150100,15010008,KOLOB RESERVOIR,UNKNOWN,UT,37.438,-113.048,2014,0
291,1352,140831,2014-08-18,NA,NA,NA,NA,NA,Microscopy & PCR,7.5,Good 7.5,0,GOOGLE EARTH,15,150100,15010008,QUAIL CREEK RESERVOIR,UNKNOWN,UT,37.185,-113.388,2014,0
426,323,140832,2014-08-19,Horizontal,NA,NA,NA,NA,Microscopy,7.5,Good 7.5,82890,GPS,15,150301,15030101,COLORADO RIVER,DAVIS DAM GAGE,AZ-CA,35.185,-114.569,2014,1
426,343,140833,2014-08-19,Horizontal,NA,NA,NA,NA,Microscopy,7.5,Good 7.5,28190,GPS,15,150301,15030101,COLORADO RIVER,RIVER SECTION 41 GAGE,AZ-CA,34.6876,-114.4627,2014,1
426,327,140834,2014-08-19,Vertical,NA,NA,NA,NA,Microscopy,7.5,Good 7.5,375,GPS,15,150301,15030104,COLORADO RIVER,INTERSTATE 10 GAGE,AZ-CA,33.5894,-114.5427,2014,1
426,333,140835,2014-08-20,Vertical,NA,NA,NA,NA,Microscopy,7.5,Good 7.5,563,GPS,15,150301,15030104,COLORADO RIVER,OXBOW GAGE,AZ-CA,33.3677,-114.7033,2014,1
340,326,140836,2014-08-20,Vertical,NA,NA,NA,NA,Microscopy,7.5,Good 7.5,7,GPS,15,150301,15030104,IMPERIAL RESERVOIR,IMPERIAL DAM,AZ-CA,32.8834,-114.4676,2014,1
426,344,140837,2014-08-20,Vertical,NA,NA,NA,NA,Microscopy,7.5,Good 7.5,11,GOOGLE EARTH,15,150301,15030104,COLORADO RIVER,SENATORS WASH RESERVOIR,AZ-CA,32.909,-114.485,2014,1
340,326,140838,2014-08-20,Vertical,NA,NA,NA,NA,Microscopy,7.5,Good 7.5,780,GPS,15,150301,15030104,IMPERIAL RESERVOIR,IMPERIAL DAM,AZ-CA,32.8834,-114.4676,2014,1
426,320,140839,2014-08-21,Horizontal,NA,NA,NA,NA,Microscopy,7.5,Good 7.5,93645,GPS,15,150301,15030104,COLORADO RIVER,BELOW PARKER DAM,AZ-CA,34.283,-114.136,2014,1
263,1523,140840,2014-08-13,Vertical,5,30.48,152.4,NA,Microscopy,7,Late - 7.0,0,GPS,18,180200,18020005,SHASTA LAKE,SHASTA DAM,CA,40.7199444,-122.418111,2014,0
264,1689,140841,2014-08-13,Vertical,5,30.48,152.4,NA,Microscopy,7,Late - 7.0,0,GPS,18,180201,18020154,TRINITY LAKE,DAM,CA,40.614694,-122.446138,2014,0
149,1772,140842,2014-07-22,Vertical,5,30.48,152.4,NA,Microscopy,7,Late - 7.0,0,GPS,18,180201,18020154,WHISKEYTOWN LAKE,DAM,CA,40.60222,-122.54156,2014,0
274,1624,140843,2014-08-26,Vertical,5,22,110,NA,Microscopy,7,Good 7.0,0,GOOGLE EARTH,14,140600,14060004,STRAWBERRY RESERVOIR,STRAWBERRY BAY MARINA,UT,40.176,-111.154,2014,0
274,1626,140844,2014-08-26,Vertical,5,17,85,NA,Microscopy,7,Good 7.0,0,GOOGLE EARTH,14,140600,14060004,STRAWBERRY RESERVOIR,MID LAKE,UT,40.167,-111.131,2014,0
274,1623,140845,2014-08-26,Vertical,5,30,150,NA,Microscopy,7,Good 7.0,0,GOOGLE EARTH,14,140600,14060004,STRAWBERRY RESERVOIR,DAM,UT,40.139,-111.027,2014,0
294,403,140846,2014-08-26,Vertical,5,12,60,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,16,160202,16020203,DEER CREEK RESERVOIR,NORTH END,UT,40.473,-111.48,2014,0
294,401,140847,2014-08-26,Vertical,5,25,125,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,16,160202,16020203,DEER CREEK RESERVOIR,MID LAKE,UT,40.433,-111.502,2014,0
294,400,140848,2014-08-26,Vertical,5,30,150,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,16,160202,16020203,DEER CREEK RESERVOIR,DAM,UT,40.407,-111.527,2014,0
289,795,140849,2014-08-21,Vertical,5,30,150,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,16,160202,16020203,JORDANELLE RESERVOIR,DAM,UT,40.599,-111.422,2014,0
289,794,140850,2014-08-21,Vertical,5,30,150,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,16,160202,16020203,JORDANELLE RESERVOIR,BOAT RAMP AND MARINA,UT,40.625,-111.419,2014,0
289,798,140851,2014-08-21,Vertical,5,11,55,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,16,160202,16020203,JORDANELLE RESERVOIR,PROVO RIVER INFLOW,UT,40.604,-111.373,2014,0
284,1406,140852,2014-08-21,Vertical,5,3,15,NA,Microscopy,7,Good 7.0,0,GPS,16,160201,16020101,ROCKPORT LAKE,SOUTH END,UT,40.760749,-111.387496,2014,0
284,1404,140853,2014-08-21,Vertical,5,15,75,NA,Microscopy,7,Good 7.0,0,GPS,16,160201,16020101,ROCKPORT LAKE,MID LAKE,UT,40.7656,-111.3902,2014,0
284,1403,140854,2014-08-21,Vertical,5,27,135,NA,Microscopy,7,Good 7.0,0,GPS,16,160201,16020101,ROCKPORT LAKE,DAM,UT,40.785631,-111.404158,2014,0
276,1289,140855,2014-08-22,Vertical,5,18,90,NA,Microscopy,7,Good 7.0,0,GPS,16,160201,16020102,PINEVIEW RESERVOIR,DAM,UT,41.260178,-111.826341,2014,0
276,1292,140856,2014-08-22,Vertical,5,15,75,NA,Microscopy,7,Good 7.0,0,GPS,16,160201,16020102,PINEVIEW RESERVOIR,NORTH ARM,UT,41.279655,-111.815681,2014,0
276,1293,140857,2014-08-22,Vertical,5,9,45,NA,Microscopy,7,Good 7.0,0,GPS,16,160201,16020102,PINEVIEW RESERVOIR,SOUTH ARM,UT,41.257838,-111.794562,2014,0
296,1784,140858,2014-08-22,Vertical,5,2,10,NA,Microscopy & PCR,7.5,Good 7.5,0,GPS,16,160201,16020102,WILLARD BAY RESERVOIR,SOUTH MARINA,UT,41.354,-112.0838,2014,0
296,1785,140859,2014-08-22,Vertical,5,3,15,NA,Microscopy & PCR,7.5,Good 7.5,0,GPS,16,160201,16020102,WILLARD BAY RESERVOIR,SOUTHWEST SIDE,UT,41.371927,-112.124801,2014,0
296,1783,140860,2014-08-22,Vertical,5,2,10,NA,Microscopy & PCR,7.5,Good 7.5,0,GPS,16,160201,16020102,WILLARD BAY RESERVOIR,NORTH END,UT,41.3969,-112.0648,2014,0
356,546,140861,2014-08-11,Vertical,5,19,95,NA,Microscopy,7,Good 7.0,0,GPS,14,140401,14040101,FONTENELLE RESERVOIR,FONTENELLE CREEK BOAT RAMP,WY,42.08057,-110.14801,2014,0
356,548,140862,2014-08-11,Vertical,5,20,100,NA,Microscopy,7,Good 7.0,0,GOOGLE EARTH,14,140401,14040101,FONTENELLE RESERVOIR,MID LAKE,WY,42.068600000000004,-110.1341,2014,0
356,543,140863,2014-08-11,Vertical,5,30,150,NA,Microscopy,7,Good 7.0,0,GPS,14,140401,14040101,FONTENELLE RESERVOIR,DAM,WY,42.0296,-110.06316,2014,0
144,519,140864,2014-08-12,Vertical,5,22,110,NA,Microscopy & PCR,7,Good 7.0,0,GPS,14,140401,14040106,FLAMING GORGE RESERVOIR,BUCKBOARD MARINA,UT-WY,41.2451,-109.593,2014,0
144,530,140865,2014-08-12,Vertical,5,30,150,NA,Microscopy & PCR,7,Good 7.0,0,GPS,14,140401,14040106,FLAMING GORGE RESERVOIR,STATELINE,UT-WY,41.004788,-109.56742,2014,0
144,523,140866,2014-08-12,Vertical,5,30,150,NA,Microscopy & PCR,7,Good 7.0,0,GOOGLE EARTH,14,140401,14040106,FLAMING GORGE RESERVOIR,FLAMING GORGE DAM,UT-WY,40.9162,-109.4225,2014,0
270,59,140867,2014-08-25,Vertical,5,30,150,NA,Microscopy & PCR,7,Good 7.0,0,GPS,15,150602,15060203,BARTLETT RESERVOIR,DAM,AZ,33.818,-111.63,2014,0
270,61,140868,2014-08-25,Vertical,5,19,95,NA,Microscopy & PCR,7,Good 7.0,0,GPS,15,150602,15060203,BARTLETT RESERVOIR,MARINA,AZ,33.831,-111.634,2014,0
270,58,140869,2014-08-25,Vertical,5,14,70,NA,Microscopy & PCR,7,Good 7.0,0,GPS,15,150602,15060203,BARTLETT RESERVOIR,BOATER'S CAMPGROUND,AZ,33.882,-111.617,2014,0
270,60,140870,2014-08-25,Vertical,5,14,70,NA,Microscopy & PCR,7,Good 7.0,0,GPS,15,150602,15060203,BARTLETT RESERVOIR,MAIN BOAT LAUNCH,AZ,33.837,-111.633,2014,0
273,1664,140871,2014-08-26,Vertical,5,30,150,NA,Microscopy & PCR,7,Good 7.0,0,GPS,15,150601,15060103,THEODORE ROOSEVELT LAKE,MARINA,AZ,33.673,-111.141,2014,0
273,1668,140872,2014-08-26,Vertical,5,9,45,NA,Microscopy & PCR,7,Good 7.0,0,GPS,15,150601,15060103,THEODORE ROOSEVELT LAKE,WINDY HILL,AZ,33.671,-111.082,2014,0
273,1663,140873,2014-08-26,Vertical,5,30,150,NA,Microscopy & PCR,7,Good 7.0,1,GPS,15,150601,15060103,THEODORE ROOSEVELT LAKE,DAM,AZ,33.673,-111.16,2014,1
273,1662,140874,2014-08-26,Vertical,5,18,90,NA,Microscopy & PCR,7,Good 7.0,1,GPS,15,150601,15060105,THEODORE ROOSEVELT LAKE,CHOLLA RECREACTION SITE,AZ,33.724,-111.196,2014,1
269,37,140875,2014-08-26,Vertical,5,8,40,NA,Veliger Count,7,Good 7.0,0,GPS,15,150601,15060106,APACHE LAKE,HORSE MESA DAM,AZ,33.593,-111.337,2014,0
269,38,140876,2014-08-26,Vertical,5,15,75,NA,Veliger Count,7,Good 7.0,0,GPS,15,150601,15060106,APACHE LAKE,MARINA,AZ,33.576,-111.256,2014,0
269,39,140877,2014-08-26,Vertical,5,7,35,NA,Veliger Count,7,Good 7.0,0,GPS,15,150601,15060106,APACHE LAKE,THREE MILE ISLAND,AZ,33.656,-111.185,2014,0
269,35,140878,2014-08-26,Vertical,5,10,50,NA,Veliger Count,7,Good 7.0,0,GPS,15,150601,15060106,APACHE LAKE,BURNT HORSE CORRAL,AZ,33.623,-111.206,2014,0
271,214,140879,2014-08-27,Vertical,5,6,30,NA,Veliger Count,7,Good 7.0,0,GPS,15,150601,15060106,CANYON LAKE,BEACH BELOW HORSE MESA DAM,AZ,33.577,-111.356,2014,0
271,217,140880,2014-08-27,Vertical,5,35,175,NA,Veliger Count,7,Good 7.0,0,GPS,15,150601,15060106,CANYON LAKE,MORMON FLATS DAM,AZ,33.551,-111.44,2014,0
271,216,140881,2014-08-27,Vertical,5,8,40,NA,Veliger Count,7,Good 7.0,0,GPS,15,150601,15060106,CANYON LAKE,MARINA,AZ,33.536,-111.425,2014,0
272,1427,140882,2014-08-27,Vertical,5,7,35,NA,Veliger Count,7,Good 7.0,0,GPS,15,150601,15060106,SAGUARO LAKE,BOATERS CAMPGROUND,AZ,33.572,-111.484,2014,0
272,1429,140883,2014-08-27,Vertical,5,25,125,NA,Veliger Count,7,Good 7.0,0,GPS,15,150601,15060106,SAGUARO LAKE,MARINA AND DAM,AZ,33.5704,-111.535,2014,0
272,1426,140884,2014-08-27,Vertical,5,11,55,NA,Veliger Count,7,Good 7.0,0,GPS,15,150601,15060106,SAGUARO LAKE,BOAT RAMP,AZ,33.575,-111.536,2014,0
588,600,140885,2014-08-27,Horizontal,5,5,25,NA,Microscopy & PCR,7,Good 7.0,0,GPS,15,150601,15060106,GRANITE REEF DIVERSION DAM,DOCK,AZ,33.514,-111.69,2014,0
147,938,140886,2014-08-05,Vertical,3,10,30,NA,Veliger Count,7,Good 7.0,521,GPS,15,150100,15010005,LAKE MEAD,HOOVER DAM (CR342.5),AZ-NV,36.0193,-114.7326,2014,1
147,938,140887,2014-08-05,Vertical,1,30,30,NA,Veliger Count,7,Good 7.0,6767,GPS,15,150100,15010005,LAKE MEAD,HOOVER DAM (CR342.5),AZ-NV,36.0193,-114.7326,2014,1
204,1719,140888,2014-08-19,Vertical,1,2,2,NA,Microscopy,8,Good 8.0,0,GPS,18,180102,18010204,UPPER KLAMATH LAKE RESERVOIR,LINK RIVER DIVERSION DAM,OR,42.23392222,-121.8020222,2014,0
471,827,140889,2014-08-29,Vertical,1,1,1,NA,Microscopy,8,Good 8.0,0,GPS,18,180102,18010204,KLAMATH RIVER,MILLER ISLAND BOAT RAMP,OR,42.14797,-121.84891,2014,0
204,1721,140890,2014-08-28,Vertical,1,1.5,1.5,NA,Microscopy,8,Good 8.0,0,GPS,18,180102,18010203,UPPER KLAMATH LAKE RESERVOIR,MOORE PARK BOAT RAMP,OR,42.23470556,-121.8149722,2014,0
204,1722,140891,2014-08-28,Vertical,2,2.25,4.5,NA,Microscopy,8,Good 8.0,0,GPS,18,180102,18010203,UPPER KLAMATH LAKE RESERVOIR,ROCKY POINT BOAT RAMP,OR,42.47765,-122.0869222,2014,0
350,8,140892,2014-08-28,Vertical,1,3,3,8L churn - 10 pulls = 80L,Microscopy,8,Good 8.0,0,GPS,18,180102,18010203,AGENCY LAKE,HENZEL PARK BOAT RAMP,OR,42.52953,-121.9297444,2014,0
564,903,140893,2014-08-19,Vertical,1,3,3,NA,Microscopy,8,Good 8.0,0,GPS,18,180102,18010204,LAKE EWAUNA,VETERANS COVE BOAT RAMP,OR,42.21850556,-121.7883472,2014,0
204,1718,140894,2014-08-28,Vertical,1,1,1,NA,Microscopy,7.5,Good 7.5,0,GPS,18,180102,18010203,UPPER KLAMATH LAKE RESERVOIR,HOWARD BAY,OR,42.3264,-121.91996,2014,0
200,575,140895,2014-08-20,Horizontal,2,4,8,churn pull 8L/ pulls x 25= 200L,Microscopy,7.5,Good 7.5,0,GPS,18,180102,18010204,GERBER RESERVOIR,BOAT RAMP #1,OR,42.20182222,-121.1233889,2014,0
565,1802,140896,2014-08-20,Horizontal,1,4,4,churn pull 8L/ pulls x 25= 200L,Microscopy,7.5,Good 7.5,0,GPS,18,180102,18010204,WILSON RESERVOIR,BOAT RAMP,OR,42.15508611,-121.6635389,2014,0
331,291,140897,2014-08-20,Vertical,2,2,4,NA,Microscopy,7.5,Good 7.5,0,GPS,18,180102,18010204,CLEAR LAKE (OR),DAM,OR,41.92608889,-121.0756361,2014,0
374,1699,140898,2014-08-20,Horizontal,1,3,3,8L churn - 10 pulls = 80L,Microscopy & PCR,7.5,Good 7.5,0,GPS,18,180102,18010204,TULE LAKE,WEST BOAT RAMP,CA,41.90721389,-121.5648139,2014,0
147,941,140899,2014-08-13,Vertical,1,40,40,NA,Veliger Count,6.5,6.5 added baking soda now 7.0,2193,GPS,15,150100,15010005,LAKE MEAD,TEMPLE BAR (CR380.0),AZ-NV,36.0467,-114.2733,2014,1
147,940,140900,2014-08-13,Vertical,1,40,40,NA,Veliger Count,6.5,6.5 added baking soda now 7.0,272,GPS,15,150100,15010005,LAKE MEAD,SANDY POINT (CR394.0),AZ-NV,36.1002,-114.1168,2014,1
147,937,140901,2014-08-27,Vertical,1,40,40,NA,Veliger Count,6.5,6.5 added baking soda now 7.0,2916,GPS,15,150100,15010005,LAKE MEAD,ECHO BAY/VIRGIN RIVER (VR13.0),AZ-NV,36.2898,-114.388,2014,1
258,1716,140902,2014-08-20,NA,NA,NA,NA,1000L,Microscopy,6.5,6.5 added baking soda now 7.0,0,GOOGLE EARTH,16,160300,16030006,UPPER ENTERPRISE RESERVOIR,UNKNOWN,UT,37.518329,-113.865878,2014,0
313,1188,140903,2014-08-20,NA,NA,NA,NA,NA,Microscopy,6.5,6.5 added baking soda now 7.0,0,GOOGLE EARTH,16,160300,16030006,NEWCASTLE RESERVOIR,UNKNOWN,UT,37.65,-113.524,2014,0
295,1472,140904,2014-08-22,NA,NA,NA,NA,NA,Microscopy & PCR,6.5,6.5 added baking soda now 7.0,0,GOOGLE EARTH,15,150100,15010008,SAND HOLLOW RESERVOIR,UNKNOWN,UT,37.1132,-113.377,2014,0
320,1251,140905,2014-08-23,NA,NA,NA,NA,NA,Microscopy,6.5,6.5 added baking soda now 7.0,0,GOOGLE EARTH,16,160300,16030001,PANGUITCH LAKE,UNKNOWN,UT,37.715,-112.638,2014,0
321,510,140906,2014-08-28,NA,NA,NA,NA,NA,Microscopy,6.5,6.5 added baking soda now 7.0,0,GOOGLE EARTH,14,140700,14070003,FISH LAKE (UT),UNKNOWN,UT,38.5442436,-111.7129234,2014,0
486,1065,140907,2014-09-03,NA,NA,NA,NA,NA,Microscopy,8.5,Good 8.5,0,GOOGLE EARTH,16,160102,16010204,MANTUA FISH HATCHERY,HATCHERY,UT,41.483,-111.929,2014,0
